,lat,lng,desc,zip,title,timeStamp,twp,e
85616,40.130193299999995,-75.12397109999999,PROSPECT AVE & WASHINGTON AVE;  ABINGTON; Station 381; 2017-03-01 @ 12:14:13;,19090,EMS: SYNCOPAL EPISODE,2017-03-01 12:17:02,ABINGTON,1
85631,40.24190120000001,-75.632727,SOUTH ST & EDEN ST;  POTTSTOWN; Station 329; 2017-03-01 @ 13:24:56;,19464,EMS: ABDOMINAL PAINS,2017-03-01 13:27:00,POTTSTOWN,1
85632,40.184495500000004,-75.51532420000001,KEOKUK RD & IROQUOIS DR;  UPPER PROVIDENCE; Station 325; 2017-03-01 @ 13:23:54;,19468,EMS: RESPIRATORY EMERGENCY,2017-03-01 13:27:00,UPPER PROVIDENCE,1
85633,40.2643686,-75.61922740000001,KAUFFMAN RD & SCHOOL LN;  LOWER POTTSGROVE; Station 329B; 2017-03-01 @ 13:23:03;,19464,EMS: BURN VICTIM,2017-03-01 13:27:01,LOWER POTTSGROVE,1
85634,40.2424438,-75.6448351,FRANKLIN ST & CLAY ST;  POTTSTOWN; Station 329; 2017-03-01 @ 13:28:33;,19464,EMS: GENERAL WEAKNESS,2017-03-01 13:32:01,POTTSTOWN,1
85635,40.3686855,-75.48377140000001,2ND ST & GRABER ALY;  RED HILL; Station 369; 2017-03-01 @ 13:35:24;,18076,EMS: SYNCOPAL EPISODE,2017-03-01 13:37:01,RED HILL,1
85636,40.187664500000004,-75.53227700000001,WASHINGTON ST & S 7TH AVE;  ROYERSFORD; Station 325; 2017-03-01 @ 13:37:07;,19468,EMS: CARDIAC EMERGENCY,2017-03-01 13:42:00,ROYERSFORD,1
85637,40.1513845,-75.30688070000001,SWEDE RD & ERBS MILL RD;  WHITPAIN; Station 385; 2017-03-01 @ 13:38:02;,19422,EMS: FALL VICTIM,2017-03-01 13:42:00,WHITPAIN,1
85638,40.2563601,-75.64002190000001,CHARLOTTE ST & NIGHTINGALE ST;  POTTSTOWN; Station 329B; 2017-03-01 @ 13:41:21;,19464,EMS: RESPIRATORY EMERGENCY,2017-03-01 13:47:00,POTTSTOWN,1
85639,40.101482,-75.0685114,BIDDLE RD & BOUCHER DR;  ABINGTON; Station 382; 2017-03-01 @ 13:52:12;,19006,EMS: FEVER,2017-03-01 13:57:00,ABINGTON,1
85640,40.1517781,-75.2258599,CHESTNUT ST & WISSAHICKON AVE;  AMBLER; Station 351; 2017-03-01 @ 13:52:41;,19002,EMS: SUBJECT IN PAIN,2017-03-01 13:57:00,AMBLER,1
85641,40.20077020000001,-75.3460505,SKIPPACK PIKE & NE EXTENSION OVERPASS;  WORCESTER; Station 308B; 2017-03-01 @ 14:10:15;,19446,EMS: CARDIAC EMERGENCY,2017-03-01 14:12:01,WORCESTER,1
85642,40.1427932,-75.1195973,MORELAND RD & PARK AVE;  ABINGTON; Station 381; 2017-03-01 @ 14:19:52;,19090,EMS: SUBJECT IN PAIN,2017-03-01 14:22:00,ABINGTON,1
85643,40.0809133,-75.20266509999999,EVERGREEN AVE & STENTON AVE;  SPRINGFIELD; Station 311; 2017-03-01 @ 14:25:38;,19038,EMS: CARDIAC EMERGENCY,2017-03-01 14:27:00,SPRINGFIELD,1
85644,40.1024292,-75.1270191,MADEIRA AVE;  ABINGTON; Station 382; 2017-03-01 @ 14:22:50;,19046,EMS: VEHICLE ACCIDENT,2017-03-01 14:27:00,ABINGTON,1
85645,40.2509971,-75.3333998,FORTY FOOT RD & DETWILER RD;  TOWAMENCIN; Station 345B; 2017-03-01 @ 14:44:06;,19446,EMS: FALL VICTIM,2017-03-01 14:47:00,TOWAMENCIN,1
85646,40.110924,-75.42481109999999,FRANKLIN DR & CANDY LN;  LOWER PROVIDENCE; Station 322A; 2017-03-01 @ 14:49:24;,19403,EMS: RESPIRATORY EMERGENCY,2017-03-01 14:52:01,LOWER PROVIDENCE,1
85647,40.115691299999995,-75.3451747,CHERRY ST & W PENN ST;  NORRISTOWN; Station 308A; 2017-03-01 @ 14:50:36;,19401,EMS: SEIZURES,2017-03-01 14:52:01,NORRISTOWN,1
85648,40.311629499999995,-75.3310962,SUMMIT ST & COLONIAL AVE;  FRANCONIA; Station 339; 2017-03-01 @ 14:51:24;,18964,EMS: SUBJECT IN PAIN,2017-03-01 14:57:00,FRANCONIA,1
85649,40.1330371,-75.40846309999999,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2017-03-01 @ 14:59:07;,19403,EMS: HEAD INJURY,2017-03-01 15:02:01,LOWER PROVIDENCE,1
85650,40.1845001,-75.5380393,WALNUT ST & S 4TH AVE;  ROYERSFORD; Station 325; 2017-03-01 @ 14:57:50;,19468,EMS: SEIZURES,2017-03-01 15:02:02,ROYERSFORD,1
85651,40.1191323,-75.0560283,RED LION RD;  LOWER MORELAND; Station 355; 2017-03-01 @ 15:12:22;,19006,EMS: VEHICLE ACCIDENT,2017-03-01 15:17:01,LOWER MORELAND,1
85652,40.093140600000005,-75.36776440000001,TOWN CENTER RD & W DEKALB PIKE;  UPPER MERION; Station 317; 2017-03-01 @ 15:31:16;,19406,EMS: CARDIAC EMERGENCY,2017-03-01 15:37:02,UPPER MERION,1
85653,40.1614701,-75.1301588,COMMERCE AVE & MARYLAND RD;  UPPER MORELAND; Station 384; 2017-03-01 @ 15:44:35;,19090,EMS: CARDIAC EMERGENCY,2017-03-01 15:47:00,UPPER MORELAND,1
85654,40.244068799999994,-75.6305814,HIGH ST & GREEN ST;  POTTSTOWN; Station 329; 2017-03-01 @ 15:46:01;,19464,EMS: DIABETIC EMERGENCY,2017-03-01 15:51:00,POTTSTOWN,1
85655,40.244912400000004,-75.64436309999999,HIGH ST & S FRANKLIN ST;  POTTSTOWN; Station 329; 2017-03-01 @ 15:46:31;,19464,EMS: CARDIAC ARREST,2017-03-01 15:52:00,POTTSTOWN,1
85656,40.2465386,-75.6488196,KING ST & PENN ST;  POTTSTOWN; Station 329; 2017-03-01 @ 15:48:43;,19464,EMS: SEIZURES,2017-03-01 15:52:00,POTTSTOWN,1
85657,40.095755,-75.2851927,BUTLER PIKE & KARRS LN;  WHITEMARSH; Station 318; 2017-03-01 @ 16:10:42;,19428,EMS: CVA/STROKE,2017-03-01 16:12:00,WHITEMARSH,1
85658,40.0927439,-75.120834,GREENWOOD AVE & JENKINTOWN RD;  ABINGTON; Station 382; 2017-03-01 @ 16:09:22;,19046,EMS: FALL VICTIM,2017-03-01 16:12:00,ABINGTON,1
85659,40.0982946,-75.375152,SIGNAL HILL RD & CROSSFIELD RD;  UPPER MERION; Station 317; 2017-03-01 @ 16:06:41;,19406,EMS: FALL VICTIM,2017-03-01 16:12:00,UPPER MERION,1
85660,40.151621999999996,-75.120972,EASTON RD & ELLIS RD;  UPPER MORELAND; Station 381; 2017-03-01 @ 16:07:18;,19090,EMS: VEHICLE ACCIDENT,2017-03-01 16:12:00,UPPER MORELAND,1
85661,40.114745299999996,-75.28544690000001,GERMANTOWN PIKE & LAUNFALL RD;  PLYMOUTH; Station 308; 2017-03-01 @ 16:15:58;,19462,EMS: SUBJECT IN PAIN,2017-03-01 16:21:01,PLYMOUTH,1
85662,40.0788767,-75.3013504,FAYETTE ST & W 7TH AVE;  CONSHOHOCKEN; Station 313A; 2017-03-01 @ 16:25:27;,19428,EMS: SYNCOPAL EPISODE,2017-03-01 16:27:00,CONSHOHOCKEN,1
85663,40.09860820000001,-75.3944463,ALLENDALE RD & 1ST AVE;  UPPER MERION; Station 317; 2017-03-01 @ 16:26:35;,19406,EMS: RESPIRATORY EMERGENCY,2017-03-01 16:32:00,UPPER MERION,1
85664,40.0972222,-75.3761952,MALL BLVD & RAMP MALL BLVD TO I76 WB;  UPPER MERION; Station 317; 2017-03-01 @ 16:34:03;,,EMS: RESPIRATORY EMERGENCY,2017-03-01 16:37:02,UPPER MERION,1
85665,40.092399799999995,-75.28829549999999,BUTLER PIKE & CEDAR GROVE RD;  PLYMOUTH; Station 308; 2017-03-01 @ 16:56:55;,19428,EMS: RESPIRATORY EMERGENCY,2017-03-01 17:02:01,PLYMOUTH,1
85666,40.1786998,-75.20510859999999,NORRISTOWN RD & TENNIS AVE;  LOWER GWYNEDD; Station 351; 2017-03-01 @ 17:00:41;,19002,EMS: RESPIRATORY EMERGENCY,2017-03-01 17:02:01,LOWER GWYNEDD,1
85667,40.3151857,-75.3351558,HARLEYSVILLE PIKE & CREST AVE;  FRANCONIA; Station 339; 2017-03-01 @ 17:04:14;,18964,EMS: CARDIAC EMERGENCY,2017-03-01 17:06:03,FRANCONIA,1
85668,40.1623331,-75.2693897,CROSS LN & SCHOOL RD;  WHITPAIN; Station 385; 2017-03-01 @ 17:02:55;,19422,EMS: SEIZURES,2017-03-01 17:06:03,WHITPAIN,1
85669,40.0888305,-75.14048740000001,MAPLE AVE;  CHELTENHAM; Station 358; 2017-03-01 @ 17:01:12;,19095,EMS: VEHICLE ACCIDENT,2017-03-01 17:06:04,CHELTENHAM,1
85670,40.1405049,-75.3108737,HANNAH AVE & E GERMANTOWN PIKE;  EAST NORRITON; Station 308; 2017-03-01 @ 17:07:41;,19401,EMS: SYNCOPAL EPISODE,2017-03-01 17:12:02,EAST NORRITON,1
85671,40.095171,-75.414699,1ST AVE & FREEDOM DR;  UPPER MERION; Station 317; 2017-03-01 @ 17:11:31;,19406,EMS: LACERATIONS,2017-03-01 17:17:01,UPPER MERION,1
85672,40.2374,-75.276604,MAIN ST & WOODLAND DR;  LANSDALE; Station 345; 2017-03-01 @ 17:20:13;,19446,EMS: HEAD INJURY,2017-03-01 17:22:00,LANSDALE,1
85673,40.2557615,-75.2979102,WOODSIDE AVE & OAK PARK RD;  HATFIELD TOWNSHIP; Station 345; 2017-03-01 @ 17:30:38;,19440,EMS: CARDIAC EMERGENCY,2017-03-01 17:32:01,HATFIELD TOWNSHIP,1
85674,40.1342649,-75.4040118,DRIFTWOOD DR & MAPLEWOOD MEWS;  LOWER PROVIDENCE; Station 322A; 2017-03-01 @ 17:28:52;,19403,EMS: GENERAL WEAKNESS,2017-03-01 17:32:02,LOWER PROVIDENCE,1
85675,40.117168299999996,-75.33942459999999,CHESTNUT ST & POLK ALY;  NORRISTOWN; Station 308A; 2017-03-01 @ 17:28:13;,19401,EMS: SUBJECT IN PAIN,2017-03-01 17:32:02,NORRISTOWN,1
85676,40.2511626,-75.4610554,MAIN ST & SKIPPACK PIKE;  SCHWENKSVILLE; Station 308C; 2017-03-01 @ 17:36:54;,19473,EMS: SEIZURES,2017-03-01 17:42:00,SCHWENKSVILLE,1
85677,40.1414828,-75.117142,MORELAND RD & EASTON RD;  ABINGTON; Station 381; 2017-03-01 @ 17:51:07;,19090,EMS: ALTERED MENTAL STATUS,2017-03-01 17:56:01,ABINGTON,1
85678,40.127450200000006,-75.36184449999999,MARSHALL ST & N MONTGOMERY AVE;  WEST NORRITON; Station 308B; 2017-03-01 @ 17:54:03;,19403,EMS: MEDICAL ALERT ALARM,2017-03-01 17:57:00,WEST NORRITON,1
85679,40.132465100000005,-75.1442211,OSBOURNE AVE & TURNER AVE;  ABINGTON; Station 381; 2017-03-01 @ 17:53:02;,19001,EMS: ALTERED MENTAL STATUS,2017-03-01 17:57:01,ABINGTON,1
85680,40.1339362,-75.3450564,LOCUST ST & LAUREL DR;  NORRISTOWN; Station 308A; 2017-03-01 @ 18:07:55;,19401,EMS: FALL VICTIM,2017-03-01 18:12:00,NORRISTOWN,1
85681,40.11675220000001,-75.41027109999999,BETZWOOD DR & N PARKVIEW DR;  WEST NORRITON; Station 308B; 2017-03-01 @ 18:18:24;,19403,EMS: BACK PAINS/INJURY,2017-03-01 18:22:01,WEST NORRITON,1
85682,40.2215922,-75.5111464,RIDGE PIKE & MAIN DR;  LIMERICK; Station 324A; 2017-03-01 @ 18:16:28;,19468,EMS: GENERAL WEAKNESS,2017-03-01 18:22:01,LIMERICK,1
85683,40.2115152,-75.53789379999999,LIMERICK RD & SPRINGFORD RD;  LIMERICK; Station 324A; 2017-03-01 @ 18:28:44;,19468,EMS: CARDIAC ARREST,2017-03-01 18:32:02,LIMERICK,1
85684,40.1087245,-75.1927332,CHURCH RD;  SPRINGFIELD; Station 311; 2017-03-01 @ 18:31:30;,,EMS: VEHICLE ACCIDENT,2017-03-01 18:37:00,SPRINGFIELD,1
85685,40.1035995,-75.3397486,BUSH ST & E RAMBO ST;  BRIDGEPORT; Station 317; 2017-03-01 @ 18:51:45;,19405,EMS: HEAD INJURY,2017-03-01 18:57:01,BRIDGEPORT,1
85686,40.2254007,-75.2566905,WELSH RD & BELL RUN BLVD;  MONTGOMERY; Station 345A; 2017-03-01 @ 19:02:16;,19454,EMS: SEIZURES,2017-03-01 19:07:00,MONTGOMERY,1
85687,40.2014299,-75.1679355,BABYLON RD & HORSHAM RD;  HORSHAM; Station 352; 2017-03-01 @ 19:07:53;,19044,EMS: HEAD INJURY,2017-03-01 19:12:00,HORSHAM,1
85688,40.107400299999995,-75.113206,THE FAIRWAY  & RYDAL RD;  ABINGTON; Station 382; 2017-03-01 @ 19:08:39;,19046,EMS: RESPIRATORY EMERGENCY,2017-03-01 19:12:00,ABINGTON,1
85689,40.0795326,-75.3315197,SWEDELAND RD & RENAISSANCE BLVD;  UPPER MERION; Station 317; 2017-03-01 @ 19:16:23;,19406,EMS: SUBJECT IN PAIN,2017-03-01 19:21:01,UPPER MERION,1
85690,40.082481,-75.324636,RIVER RD & SWEDELAND RD;  UPPER MERION; Station 317; 2017-03-01 @ 19:16:23;,19406,EMS: SUBJECT IN PAIN,2017-03-01 19:22:00,UPPER MERION,1
85691,40.1330371,-75.40846309999999,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2017-03-01 @ 19:33:13;,19403,EMS: FALL VICTIM,2017-03-01 19:36:00,LOWER PROVIDENCE,1
85692,40.110924,-75.42481109999999,FRANKLIN DR & CANDY LN;  LOWER PROVIDENCE; Station 322A; 2017-03-01 @ 19:55:41;,19403,EMS: RESPIRATORY EMERGENCY,2017-03-01 19:57:00,LOWER PROVIDENCE,1
85693,40.208593900000004,-75.5787514,LONGVIEW RD & CHURCH RD;  LIMERICK; Station 324A; 2017-03-01 @ 20:01:15;,19468,EMS: FALL VICTIM,2017-03-01 20:06:01,LIMERICK,1
85694,40.1880848,-75.459008,REVERE CT & SCHOOL ST;  COLLEGEVILLE; Station 324; 2017-03-01 @ 20:10:33;,19426,EMS: SUBJECT IN PAIN,2017-03-01 20:12:01,COLLEGEVILLE,1
85695,40.1330371,-75.40846309999999,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2017-03-01 @ 20:34:26;,19403,EMS: FALL VICTIM,2017-03-01 20:37:01,LOWER PROVIDENCE,1
85696,40.2456734,-75.2796667,BROAD ST & E 6TH ST;  LANSDALE; Station 345; 2017-03-01 @ 20:40:18;,19446,EMS: SUBJECT IN PAIN,2017-03-01 20:42:01,LANSDALE,1
85697,40.139849,-75.165148,SUSQUEHANNA RD;  UPPER DUBLIN; Station 351; 2017-03-01 @ 20:40:43;,19025,EMS: VEHICLE ACCIDENT,2017-03-01 20:42:01,UPPER DUBLIN,1
85698,40.2290075,-75.38785250000001,SCHUYLKILL RD & RAMP RT724 TO RT422;  CHESTER COUNTY; Station 3A84; 2017-03-01 @ 20:38:32;,,EMS: MEDICAL ALERT ALARM,2017-03-01 20:42:02,CHESTER COUNTY,1
85699,40.112584399999996,-75.3297589,AIRY ST & TREMONT AVE;  NORRISTOWN; Station 308A; 2017-03-01 @ 20:46:03;,19401,EMS: UNKNOWN MEDICAL EMERGENCY,2017-03-01 20:51:00,NORRISTOWN,1
85700,40.1203536,-75.354984,STANBRIDGE ST & W AIRY ST;  NORRISTOWN; Station 308A; 2017-03-01 @ 20:49:10;,19401,EMS: ABDOMINAL PAINS,2017-03-01 20:52:01,NORRISTOWN,1
85701,40.1566208,-75.41132569999999,EAGLEVILLE RD & SUNDERLAND DR;  LOWER PROVIDENCE; Station 322; 2017-03-01 @ 20:50:24;,19403,EMS: ALLERGIC REACTION,2017-03-01 20:52:01,LOWER PROVIDENCE,1
85702,40.241708700000004,-75.3348677,SUMNEYTOWN PIKE & GREEN LANE RD;  TOWAMENCIN; Station 345B; 2017-03-01 @ 20:53:01;,19446,EMS: VEHICLE ACCIDENT,2017-03-01 20:56:00,TOWAMENCIN,1
85703,40.121724,-75.359249,MAIN ST & HAMILTON ST;  NORRISTOWN; Station 308A; 2017-03-01 @ 20:51:32;,19401,EMS: CARDIAC ARREST,2017-03-01 20:57:01,NORRISTOWN,1
85704,40.1330371,-75.40846309999999,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2017-03-01 @ 20:52:13;,19403,EMS: MEDICAL ALERT ALARM,2017-03-01 20:57:01,LOWER PROVIDENCE,1
85705,40.086566999999995,-75.166432,EASTON RD & RAMP S EASTON RD TO RT309 SB;  CHELTENHAM; Station 358A; 2017-03-01 @ 21:01:49;,,EMS: NAUSEA/VOMITING,2017-03-01 21:07:01,CHELTENHAM,1
85706,40.161176399999995,-75.2228937,HENDRICKS ST & TENNIS AVE;  AMBLER; Station 351; 2017-03-01 @ 21:13:25;,19002,EMS: MEDICAL ALERT ALARM,2017-03-01 21:17:01,AMBLER,1
85707,40.1870287,-75.1047987,BARBARA RD & CRESCENT RD;  UPPER MORELAND; Station 384; 2017-03-01 @ 21:20:16;,19040,EMS: CARDIAC EMERGENCY,2017-03-01 21:22:00,UPPER MORELAND,1
85708,40.1833214,-75.29197380000001,KIMBERTON DR & DORAL DR;  WHITPAIN; Station 385; 2017-03-01 @ 21:24:31;,19422,EMS: SEIZURES,2017-03-01 21:27:01,WHITPAIN,1
85709,40.1668459,-75.1042429,WARMINSTER RD & SURREY LN;  UPPER MORELAND; Station 384; 2017-03-01 @ 21:27:41;,19040,EMS: HEMORRHAGING,2017-03-01 21:32:00,UPPER MORELAND,1
85710,40.222882,-75.39878890000001,PRISON RD & PIGGERY RD;  SKIPPACK; Station 336; 2017-03-01 @ 21:32:25;,,EMS: CARDIAC EMERGENCY,2017-03-01 21:37:00,SKIPPACK,1
85711,40.148263799999995,-75.2157853,RENFREW AVE & BANNOCKBURN AVE;  UPPER DUBLIN; Station 351; 2017-03-01 @ 21:42:35;,19002,EMS: ASSAULT VICTIM,2017-03-01 21:46:00,UPPER DUBLIN,1
85712,40.1330371,-75.40846309999999,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2017-03-01 @ 21:48:09;,19403,EMS: CARDIAC EMERGENCY,2017-03-01 21:52:01,LOWER PROVIDENCE,1
85713,40.079761,-75.2561115,HARTS LN & CHERRYDALE DR;  WHITEMARSH; Station 318; 2017-03-01 @ 21:51:13;,19444,EMS: OVERDOSE,2017-03-01 21:56:01,WHITEMARSH,1
85714,40.000763,-75.2797685,WYNNEWOOD RD & W OLD WYNNEWOOD RD;  LOWER MERION; Station 313; 2017-03-01 @ 21:52:10;,19096,EMS: CARDIAC EMERGENCY,2017-03-01 21:57:00,LOWER MERION,1
85715,40.2466476,-75.64178290000001,CHESTNUT ST & N WASHINGTON ST;  POTTSTOWN; Station 329; 2017-03-01 @ 22:00:42;,19464,EMS: ALTERED MENTAL STATUS,2017-03-01 22:02:00,POTTSTOWN,1
85716,40.1021037,-75.34655759999998,8TH ST & MILL ST;  BRIDGEPORT; Station 317; 2017-03-01 @ 22:03:11;,19405,EMS: HEMORRHAGING,2017-03-01 22:07:01,BRIDGEPORT,1
85717,40.1561941,-75.298283,WALNUT ST & PINE ST;  WHITPAIN; Station 385; 2017-03-01 @ 22:20:56;,19422,EMS: FEVER,2017-03-01 22:26:02,WHITPAIN,1
85718,40.2403242,-75.5388915,FOUR MAPLES CT & LAKESIDE DR;  LIMERICK; Station 324A; 2017-03-01 @ 22:43:10;,19468,EMS: ALLERGIC REACTION,2017-03-01 22:47:00,LIMERICK,1
85719,40.0711763,-75.1530171,CHELTENHAM AVE;  CHELTENHAM; Station 358A; 2017-03-01 @ 22:57:15;,,EMS: OVERDOSE,2017-03-01 23:01:00,CHELTENHAM,1
85720,40.1330371,-75.40846309999999,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2017-03-01 @ 22:56:08;,19403,EMS: RESPIRATORY EMERGENCY,2017-03-01 23:01:01,LOWER PROVIDENCE,1
85721,40.151774100000004,-75.3365695,MERRI CLAUDE DR & DEAD END;  EAST NORRITON; Station 308; 2017-03-01 @ 23:04:57;,,EMS: FALL VICTIM,2017-03-01 23:07:00,EAST NORRITON,1
85722,40.24537410000001,-75.6496302,KING ST & RR CROSSING;  POTTSTOWN; Station 329; 2017-03-01 @ 23:07:30;,19464,EMS: CARDIAC ARREST,2017-03-01 23:12:00,POTTSTOWN,1
85723,40.182100299999995,-75.21774470000001,NORRISTOWN RD & RADCLIFF LN;  LOWER GWYNEDD; Station 351; 2017-03-01 @ 23:47:52;,19002,EMS: SUBJECT IN PAIN,2017-03-01 23:52:00,LOWER GWYNEDD,1
85724,40.235525200000005,-75.2142093,PHEASANT RUN & STREAM VIEW DR;  MONTGOMERY; Station 345A; 2017-03-01 @ 23:59:38;,19454,EMS: FALL VICTIM,2017-03-02 00:01:00,MONTGOMERY,1
85725,40.0077446,-75.2995764,COBBLESTONE DR & W SPRING AVE;  LOWER MERION; Station 313; 2017-03-02 @ 00:25:56;,19003,EMS: FALL VICTIM,2017-03-02 00:26:01,LOWER MERION,1
85726,40.0926859,-75.1371067,WEST AVE & GREENWOOD AVE;  JENKINTOWN; Station 382; 2017-03-02 @ 00:47:50;,19046,EMS: UNKNOWN MEDICAL EMERGENCY,2017-03-02 00:51:00,JENKINTOWN,1
85727,40.2288917,-75.2367048,BETHLEHEM PIKE & KNAPP RD;  MONTGOMERY; Station 345A; 2017-03-02 @ 00:53:24;,18936,EMS: SUBJECT IN PAIN,2017-03-02 00:56:00,MONTGOMERY,1
85728,40.148622700000004,-75.30762320000001,TOWNSHIP LINE RD & W TOWNSHIP LINE RD;  WORCESTER; Station 322; 2017-03-02 @ 00:57:32;,19422,EMS: UNCONSCIOUS SUBJECT,2017-03-02 01:02:01,WORCESTER,1
85729,40.119633,-75.35584200000001,MAIN ST & STANBRIDGE ST;  NORRISTOWN; Station 308A; 2017-03-02 @ 01:27:41;,19401,EMS: UNRESPONSIVE SUBJECT,2017-03-02 01:32:00,NORRISTOWN,1
85730,40.105608600000004,-75.3956819,FAWN CIR & DEER CREEK DR;  UPPER MERION; Station 317; 2017-03-02 @ 01:40:30;,19406,EMS: CARDIAC EMERGENCY,2017-03-02 01:42:00,UPPER MERION,1
85731,40.2501156,-75.65392790000001,JOHNSON ST & BEECH ST;  POTTSTOWN; Station 329; 2017-03-02 @ 01:59:33;,19464,EMS: RESPIRATORY EMERGENCY,2017-03-02 02:02:00,POTTSTOWN,1
85732,40.205293100000006,-75.2550325,MEETINGHOUSE RD & DEKALB PIKE;  LOWER GWYNEDD; Station 351; 2017-03-02 @ 02:03:41;,19454,EMS: RESPIRATORY EMERGENCY,2017-03-02 02:07:00,LOWER GWYNEDD,1
85733,40.120713200000004,-75.35558940000001,AIRY ST & RAPP ALY;  NORRISTOWN; Station 308A; 2017-03-02 @ 02:09:29;,19401,EMS: SUBJECT IN PAIN,2017-03-02 02:12:00,NORRISTOWN,1
85734,40.3071439,-75.61721690000002,MICHELLE CIR & PENNY LN;  DOUGLASS; Station 332; 2017-03-02 @ 02:08:55;,19525,EMS: SEIZURES,2017-03-02 02:12:01,DOUGLASS,1
85735,40.3191104,-75.48402490000001,HAYWOOD RD & LOCUST LN;  UPPER FREDERICK; Station 344A; 2017-03-02 @ 02:13:29;,18074,EMS: CARDIAC EMERGENCY,2017-03-02 02:17:01,UPPER FREDERICK,1
85736,40.0893421,-75.0938744,HUNTINGDON PIKE & OLD HUNTINGDON PIKE;  ABINGTON; Station 382; 2017-03-02 @ 02:17:23;,19046,EMS: DIZZINESS,2017-03-02 02:22:00,ABINGTON,1
85737,40.3356266,-75.40582140000001,RIDGE RD;  SALFORD; Station 344A; 2017-03-02 @ 02:29:35;,,EMS: VEHICLE ACCIDENT,2017-03-02 02:32:00,SALFORD,1
